Valueset OID,Code,Display,Code System OID,Status,Date,FHIR ValueSet Identifier,FHIR Code System URI
,122010,Patient transferred to holding area,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122011,Patient transferred to surgery,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122012,Patient transferred to CCU,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122020,Patient disoriented,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122021,Patient reports nausea,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122022,Patient reports discomfort,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122023,Patient reports chest pain,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122024,Patient reports no pain,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122025,Patient alert,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122026,Patient restless,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122027,Patient sedated,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122028,Patient asleep,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122029,Patient unresponsive,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122030,Patient has respiratory difficulty,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122031,Patient coughed,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122032,Patient disconnected from continuous monitoring,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122033,Hemostasis achieved,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122034,Hemostasis not achieved – oozing,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122035,Hemostasis not achieved – actively bleeding,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122036,Patient given post-procedure instruction,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122037,Patient discharged from department,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122038,Patient pronounced dead,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122039,Patient transferred to morgue,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122041,Personnel Arrived,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122042,Personnel Departed,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122043,Page Sent To,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122044,Consultation With,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122045,Office called,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122046,Equipment failure,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122047,Equipment brought to procedure room,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122048,Equipment ready,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122049,Equipment removed,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122052,Bioptome,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122053,Valvular Intervention,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122054,Aortic Intervention,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122055,Septal Defect Intervention,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122056,Vascular Intervention,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122057,Myocardial biopsy,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122058,Arterial conduit angiography,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122059,Single plane Angiography,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122060,Bi-plane Angiography,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122061,Percutaneous Coronary Intervention,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122062,15-Lead ECG,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122072,Pre-procedure log,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122073,Current procedure evidence,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122075,Prior report for current patient,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122076,Consumable taken from inventory,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122077,Consumable returned to inventory,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122078,Remaining consumable disposed,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122079,Consumable unusable,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122081,Drug start,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122082,Drug end,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122083,Drug administered,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122084,Contrast start,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122085,Contrast end,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122086,Contrast administered,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122087,Infusate start,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122088,Infusate end,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122089,Device crossed lesion,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122090,Intervention Action,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122091,Volume administered,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122092,Undiluted dose administered,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122093,Concentration,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122094,Rate of administration,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122095,Duration of administration,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122096,Volume unadministered or discarded,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122097,Catheter Curve,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122098,Transmit Frequency,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122099,ST change from baseline,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122101,Aneurysm on cited vessel,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122102,"Graft to cited segment, proximal section",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122103,"Graft to cited segment, mid section",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122104,"Graft to cited segment, distal section",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122105,DateTime of Intervention,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122106,Duration of Intervention,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122107,Baseline Stenosis Measurement,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122108,Post-Intervention Stenosis Measurement,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122109,Baseline TIMI Flow,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122110,Post-Intervention TIMI Flow,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122111,Primary Intervention Device,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122112,Normal Myocardium,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122113,Scarred Myocardium,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122114,Thinning Myocardium,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122120,Hemodynamics Report,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122121,Atrial pressure measurements,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122122,Ventricular pressure measurements,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122123,Gradient assessment,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122124,Blood velocity measurements,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122125,Blood lab measurements,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122126,Derived Hemodynamic Measurements,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122127,Clinical Context,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122128,Patient Transferred From,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122129,PCI during this procedure,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122130,Dose Area Product,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122131,Degree of Thrombus,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122132,Severity of Calcification,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122133,Lesion Morphology,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122134,Vessel Morphology,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122138,Circulatory Support,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122139,Reason for Exam,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122140,Comparison with Prior Exam Done,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122141,Electrode Placement,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122142,Acquisition Device Type,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122143,Acquisition Device ID,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122144,Quantitative Analysis,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122145,Qualitative Analysis,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122146,Procedure DateTime,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122147,Clinical Interpretation,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122148,Lead ID,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122149,Beat Number,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122150,Compound Statement,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122151,Trend,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122152,Statement,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122153,Statement Modifier,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122154,Conjunctive Term,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122157,Probability,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122158,ECG Global Measurements,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122159,ECG Lead Measurements,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122160,"Derived Area, Non-Valve",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122161,Pulmonary Flow,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122162,Systemic Flow,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122163,Discharge DateTime,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122164,Coronary Artery Bypass During This Admission,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122165,Date of Death,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122166,Death During This Admission,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122167,Death During Catheterization,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122170,Type of Myocardial Infarction,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122171,Coronary lesion >= 50% stenosis,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122172,Acute MI Present,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122173,ST Elevation Onset DateTime,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122175,Number of lesion interventions attempted,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122176,Number of lesion interventions successful,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122177,Procedure Result,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122178,Lesion Intervention Information,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122179,Peri-procedural MI occurred,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122180,CK-MB baseline,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122181,CK-MB peak,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122182,R-R interval,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122183,Blood temperature,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122185,Blood Oxygen content,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122187,Blood Carbon dioxide saturation,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122188,Pulmonary Arterial Content (FCpa),,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122189,Pulmonary Venous Content (FCpv),,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122190,Max dp/dt/P,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122191,Ventricular End Diastolic pressure,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122192,Indicator appearance time,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122193,Maximum pressure acceleration,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122194,Ventricular Systolic blood pressure,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122195,Pulse Strength,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122196,C wave pressure,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122197,"Gradient pressure, average",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122198,"Gradient pressure, peak",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122199,Pressure at dp/dt max,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122201,"Diastolic blood velocity, mean",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122202,"Diastolic blood velocity, peak",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122203,"Systolic blood velocity, mean",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122204,"Systolic blood velocity, peak",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122205,"Blood velocity, mean",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122206,"Blood velocity, minimum",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122207,"Blood velocity, peak",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122208,x-descent pressure,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122209,y-descent pressure,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122210,z-point pressure,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122211,Left Ventricular ejection time,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122212,Left Ventricular filling time,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122213,Right Ventricular ejection time,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122214,Right Ventricular filling time,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122215,Total Pulmonary Resistance,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122216,Total Vascular Resistance,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122217,Coronary Flow reserve,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122218,Diastolic/Systolic velocity ratio,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122219,Hyperemic ratio,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122220,Hemodynamic Resistance Index,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122221,"Thorax diameter, sagittal",,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122222,Procedure Environmental Characteristics,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122223,Room oxygen concentration,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122224,Room temperature,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122225,Room Barometric pressure,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122227,Left to Right Flow,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122228,Right to Left Flow,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122229,Arteriovenous difference,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122230,10 Year CHD Risk,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122231,Comparrative Average 10 Year CHD Risk,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122232,Comparrative Low 10 Year CHD Risk,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122233,LDL Cholesterol Score Sheet for Men,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122234,LDL Cholesterol Score Sheet for Women,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122235,Total Cholesterol Score Sheet for Men,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122236,Total Cholesterol Score Sheet for Women,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122237,Corrected Sinus Node Recovery Time,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122238,Max volume normalized to 50mmHg pulse pressure,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122239,Oxygen Consumption,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122240,BSA = 3.207*WT^(0.7285-0.0188 log (WT))*HT^0.3,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122241,BSA = 0.007184*WT^0.425*HT^0.725,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122242,BSA = 0.0235*WT^0.51456*HT^0.42246,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122243,BSA = 0.024265*WT^0.5378*HT^0.3964,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122244,BSA = (HT * WT/36)^0.5,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122245,BSA = 1321+0.3433*WT,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122246,BSA = 0.0004688*WT^(0.8168-0.0154*log(WT)),,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122247,VO2male = BSA (138.1 - 11.49 * loge(age) + 0.378*HRf),,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122248,VO2female = BSA (138.1 - 17.04 * loge(age) + 0.378*HRf),,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122249,VO2 = VeSTPD * 10 * (FIO2 - FE02),,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122250,VO2 = 152 * BSA,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122251,VO2 = 175 * BSA,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122252,VO2 = 176 * BSA,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122253,Robertson & Reid table,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122254,Fleisch table,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122255,Boothby table,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122256,if (prem age< 3days)  P50= 19.9,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122257,if (age < 1day)  P50= 21.6,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122258,if (age < 30day)  P50= 24.6,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122259,if (age < 18y)  P50= 27.2,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122260,if (age < 40y)  P50= 27.4,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122261,if (age > 60y)  P50= 29.3,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122262,Area = Flow / 44.5 * sqrt(Gradient[mmHg]),,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122263,MVA = Flow / 38.0 * sqrt(Gradient[mmHg]),,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122265,BMI = Wt/Ht^2,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122266,BSA = 0.007358*WT^0.425*HT^0.725,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122267,BSA = 0.010265*WT^0.423*HT^0.651,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122268,BSA = 0.008883*WT^0.444*HT^0.663,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122269,BSA = 0.038189*WT^0.423*HT^0.362,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122270,BSA = 0.009568*WT^0.473*HT^0.655,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122271,Skin Condition Warm,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122272,Skin Condition Cool,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122273,Skin Condition Cold,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122274,Skin Condition Dry,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122275,Skin Condition Clammy,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122276,Skin Condition Diaphoretic,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122277,Skin Condition Flush,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122278,Skin Condition Mottled,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122279,Skin Condition Pale,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122281,Airway unobstructed,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122282,Airway partially obstructed,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122283,Airway severely obstructed,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122288,Not Visualized,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122291,Quantitative Arteriography Report,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122292,Quantitative Ventriculography Report,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
,122301,Guidewire crossing lesion unsuccessful,,active,2010-08-26,http://nema.org/dicom/vs/dcid,http://nema.org/dicom/dcid
